Timestamp,Angle,Buzzer
2025-07-10 15:29:41,18,ON
2025-07-10 15:29:41,19,ON
2025-07-10 15:29:41,19,ON
2025-07-10 15:29:41,130,OFF
2025-07-10 15:29:42,125,OFF
2025-07-10 15:29:42,128,OFF
2025-07-10 15:29:42,126,OFF
2025-07-10 15:29:42,99,OFF
2025-07-10 15:29:42,45,OFF
2025-07-10 15:29:42,20,ON
2025-07-10 15:29:43,11,ON
2025-07-10 15:29:43,17,ON
2025-07-10 15:29:43,17,ON
2025-07-10 15:29:43,17,ON
2025-07-10 15:29:43,17,ON
2025-07-10 15:29:43,17,ON
2025-07-10 15:29:43,19,ON
2025-07-10 15:29:44,69,OFF
2025-07-10 15:29:44,57,OFF
2025-07-10 15:29:44,58,OFF
2025-07-10 15:29:44,66,OFF
2025-07-10 15:29:44,107,OFF
2025-07-10 15:29:44,118,OFF
2025-07-10 15:29:44,108,OFF
2025-07-10 15:29:45,100,OFF
2025-07-10 15:29:45,79,OFF
2025-07-10 15:29:45,35,OFF
2025-07-10 15:29:45,26,ON
2025-07-10 15:29:45,17,ON
2025-07-10 15:29:45,16,ON
2025-07-10 15:29:45,17,ON
2025-07-10 15:29:46,17,ON
2025-07-10 15:29:46,17,ON
2025-07-10 15:29:46,17,ON
2025-07-10 15:29:46,17,ON
2025-07-10 15:29:46,17,ON
2025-07-10 15:29:46,17,ON
2025-07-10 15:29:46,17,ON
2025-07-10 15:29:47,17,ON
2025-07-10 15:29:47,18,ON
2025-07-10 15:29:47,17,ON
2025-07-10 15:29:47,130,OFF
2025-07-10 15:29:47,125,OFF
2025-07-10 15:29:47,126,OFF
2025-07-10 15:29:48,128,OFF
2025-07-10 15:29:48,129,OFF
2025-07-10 15:29:48,129,OFF
2025-07-10 15:29:48,128,OFF
2025-07-10 15:29:48,128,OFF
2025-07-10 15:29:48,128,OFF
2025-07-10 15:29:48,129,OFF
2025-07-10 15:29:49,129,OFF
2025-07-10 15:29:49,129,OFF
2025-07-10 15:29:49,128,OFF
2025-07-10 15:29:49,129,OFF
2025-07-10 15:29:49,129,OFF
2025-07-10 15:29:49,129,OFF
2025-07-10 15:29:50,128,OFF
2025-07-10 15:29:50,128,OFF
2025-07-10 15:29:50,128,OFF
2025-07-10 15:29:50,129,OFF
2025-07-10 15:29:50,129,OFF
2025-07-10 15:29:50,129,OFF
2025-07-10 15:29:50,129,OFF
2025-07-10 15:29:51,128,OFF
2025-07-10 15:29:51,128,OFF
2025-07-10 15:29:51,129,OFF
2025-07-10 15:29:51,129,OFF
2025-07-10 15:29:51,130,OFF
2025-07-10 15:29:51,130,OFF
2025-07-10 15:29:51,130,OFF
2025-07-10 15:29:52,130,OFF
2025-07-10 15:29:52,130,OFF
2025-07-10 15:29:52,130,OFF
2025-07-10 15:29:52,130,OFF
2025-07-10 15:29:52,130,OFF
2025-07-10 15:29:52,130,OFF
2025-07-10 15:29:52,130,OFF
2025-07-10 15:29:53,130,OFF
2025-07-10 15:29:53,130,OFF
2025-07-10 15:29:53,130,OFF
2025-07-10 15:29:53,130,OFF
2025-07-10 15:29:53,130,OFF
2025-07-10 15:29:53,130,OFF
2025-07-10 15:29:54,130,OFF
2025-07-10 15:29:54,130,OFF
2025-07-10 15:29:54,130,OFF
2025-07-10 15:29:54,130,OFF
2025-07-10 15:29:54,130,OFF
2025-07-10 15:29:54,130,OFF
2025-07-10 15:29:54,130,OFF
2025-07-10 15:29:55,130,OFF
2025-07-10 15:29:55,130,OFF
2025-07-10 15:29:55,130,OFF
2025-07-10 15:29:55,130,OFF
2025-07-10 15:29:55,130,OFF
2025-07-10 15:29:55,130,OFF
2025-07-10 15:29:55,130,OFF
2025-07-10 15:29:56,130,OFF
2025-07-10 15:29:56,130,OFF
2025-07-10 15:29:56,130,OFF
2025-07-10 15:29:56,130,OFF
2025-07-10 15:29:56,130,OFF
2025-07-10 15:29:56,130,OFF
2025-07-10 15:29:56,130,OFF
2025-07-10 15:29:57,130,OFF
2025-07-10 15:29:57,130,OFF
2025-07-10 15:29:57,130,OFF
2025-07-10 15:29:57,130,OFF
2025-07-10 15:29:57,130,OFF
2025-07-10 15:29:57,130,OFF
2025-07-10 15:29:58,130,OFF
2025-07-10 15:29:58,130,OFF
2025-07-10 15:29:58,130,OFF
2025-07-10 15:29:58,130,OFF
2025-07-10 15:29:58,130,OFF
2025-07-10 15:29:58,130,OFF
2025-07-10 15:29:58,130,OFF
2025-07-10 15:29:59,130,OFF
2025-07-10 15:29:59,130,OFF
2025-07-10 15:29:59,130,OFF
2025-07-10 15:29:59,130,OFF
2025-07-10 15:29:59,130,OFF
2025-07-10 15:29:59,130,OFF
2025-07-10 15:29:59,130,OFF
2025-07-10 15:30:00,130,OFF
2025-07-10 15:30:00,130,OFF
2025-07-10 15:30:00,130,OFF
2025-07-10 15:30:00,130,OFF
2025-07-10 15:30:00,130,OFF
2025-07-10 15:30:00,130,OFF
2025-07-10 15:30:00,130,OFF
2025-07-10 15:30:01,130,OFF
2025-07-10 15:30:01,130,OFF
2025-07-10 15:30:01,130,OFF
2025-07-10 15:30:01,130,OFF
2025-07-10 15:30:01,130,OFF
2025-07-10 15:30:01,130,OFF
2025-07-10 15:30:02,130,OFF
2025-07-10 15:30:02,130,OFF
2025-07-10 15:30:02,130,OFF
2025-07-10 15:30:02,130,OFF
2025-07-10 15:30:02,130,OFF
2025-07-10 15:30:02,130,OFF
2025-07-10 15:30:02,130,OFF
2025-07-10 15:30:03,130,OFF
2025-07-10 15:30:03,130,OFF
2025-07-10 15:30:03,130,OFF
2025-07-10 15:30:03,130,OFF
2025-07-10 15:30:03,130,OFF
2025-07-10 15:30:03,130,OFF
2025-07-10 15:30:03,130,OFF
2025-07-10 15:30:04,130,OFF
2025-07-10 15:30:04,130,OFF
2025-07-10 15:30:04,130,OFF
2025-07-10 15:30:04,130,OFF
2025-07-10 15:30:04,130,OFF
2025-07-10 15:30:04,130,OFF
2025-07-10 15:30:04,130,OFF
2025-07-10 15:30:05,130,OFF
2025-07-10 15:30:05,130,OFF
2025-07-10 15:30:05,130,OFF
2025-07-10 15:30:05,130,OFF
2025-07-10 15:30:05,130,OFF
2025-07-10 15:30:05,130,OFF
2025-07-10 15:30:06,130,OFF
2025-07-10 15:30:06,130,OFF
2025-07-10 15:30:06,130,OFF
2025-07-10 15:30:06,130,OFF
2025-07-10 15:30:06,130,OFF
2025-07-10 15:30:06,130,OFF
2025-07-10 15:30:06,130,OFF
2025-07-10 15:30:07,130,OFF
2025-07-10 15:30:07,130,OFF
2025-07-10 15:30:07,130,OFF
2025-07-10 15:30:07,130,OFF
2025-07-10 15:30:07,130,OFF
2025-07-10 15:30:07,130,OFF
2025-07-10 15:30:07,130,OFF
2025-07-10 15:30:08,130,OFF
2025-07-10 15:30:08,130,OFF
2025-07-10 15:30:08,130,OFF
2025-07-10 15:30:08,130,OFF
2025-07-10 15:30:08,130,OFF
2025-07-10 15:30:08,130,OFF
2025-07-10 15:30:08,130,OFF
2025-07-10 15:30:09,130,OFF
2025-07-10 15:30:09,130,OFF
2025-07-10 15:30:09,130,OFF
2025-07-10 15:30:09,130,OFF
2025-07-10 15:30:09,130,OFF
2025-07-10 15:30:09,130,OFF
2025-07-10 15:30:10,130,OFF
2025-07-10 15:30:10,130,OFF
2025-07-10 15:30:10,130,OFF
2025-07-10 15:30:10,130,OFF
2025-07-10 15:30:10,130,OFF
2025-07-10 15:30:10,130,OFF
2025-07-10 15:30:10,130,OFF
2025-07-10 15:30:11,130,OFF
2025-07-10 15:30:11,130,OFF
2025-07-10 15:30:11,130,OFF
2025-07-10 15:30:11,130,OFF
2025-07-10 15:30:11,130,OFF
2025-07-10 15:30:11,130,OFF
2025-07-10 15:30:11,130,OFF
2025-07-10 15:30:12,130,OFF
2025-07-10 15:30:12,130,OFF
2025-07-10 15:30:12,130,OFF
2025-07-10 15:30:12,130,OFF
2025-07-10 15:30:12,130,OFF
2025-07-10 15:30:12,130,OFF
2025-07-10 15:30:12,130,OFF
2025-07-10 15:30:13,130,OFF
2025-07-10 15:30:13,130,OFF
2025-07-10 15:30:13,130,OFF
2025-07-10 15:30:13,130,OFF
2025-07-10 15:30:13,130,OFF
2025-07-10 15:30:13,130,OFF
2025-07-10 15:30:14,130,OFF
2025-07-10 15:30:14,130,OFF
2025-07-10 15:30:14,130,OFF
2025-07-10 15:30:14,130,OFF
2025-07-10 15:30:14,130,OFF
2025-07-10 15:30:14,130,OFF
2025-07-10 15:30:14,130,OFF
2025-07-10 15:30:15,130,OFF
2025-07-10 15:30:15,130,OFF
2025-07-10 15:30:15,130,OFF
2025-07-10 15:30:15,130,OFF
2025-07-10 15:30:15,128,OFF
2025-07-10 15:30:15,129,OFF
2025-07-10 15:30:15,129,OFF
2025-07-10 15:30:16,128,OFF
2025-07-10 15:30:16,128,OFF
2025-07-10 15:30:16,128,OFF
2025-07-10 15:30:16,128,OFF
2025-07-10 15:30:16,128,OFF
2025-07-10 15:30:16,128,OFF
2025-07-10 15:30:16,129,OFF
2025-07-10 15:30:17,129,OFF
2025-07-10 15:30:17,128,OFF
2025-07-10 15:30:17,129,OFF
2025-07-10 15:30:17,129,OFF
2025-07-10 15:30:17,100,OFF
2025-07-10 15:30:17,43,OFF
2025-07-10 15:30:18,22,ON
2025-07-10 15:30:18,19,ON
2025-07-10 15:30:18,20,ON
2025-07-10 15:30:18,20,ON
2025-07-10 15:30:18,20,ON
2025-07-10 15:30:18,21,ON
2025-07-10 15:30:18,21,ON
2025-07-10 15:30:19,21,ON
2025-07-10 15:30:19,21,ON
2025-07-10 15:30:19,21,ON
2025-07-10 15:30:19,21,ON
2025-07-10 15:30:19,21,ON
2025-07-10 15:30:19,21,ON
2025-07-10 15:30:19,22,ON
2025-07-10 15:30:20,22,ON
2025-07-10 15:30:20,21,ON
2025-07-10 15:30:20,22,ON
2025-07-10 15:30:20,22,ON
2025-07-10 15:30:20,22,ON
2025-07-10 15:30:20,22,ON
2025-07-10 15:30:20,22,ON
2025-07-10 15:30:21,22,ON
2025-07-10 15:30:21,22,ON
2025-07-10 15:30:21,22,ON
2025-07-10 15:30:21,22,ON
2025-07-10 15:30:21,22,ON
2025-07-10 15:30:21,22,ON
2025-07-10 15:30:22,22,ON
2025-07-10 15:30:22,22,ON
2025-07-10 15:30:22,22,ON
2025-07-10 15:30:22,22,ON
2025-07-10 15:30:22,22,ON
2025-07-10 15:30:22,24,ON
2025-07-10 15:30:22,26,ON
2025-07-10 15:30:23,81,OFF
2025-07-10 15:30:23,93,OFF
2025-07-10 15:30:23,91,OFF
2025-07-10 15:30:23,96,OFF
2025-07-10 15:30:23,102,OFF
2025-07-10 15:30:23,102,OFF
2025-07-10 15:30:23,101,OFF
2025-07-10 15:30:24,102,OFF
2025-07-10 15:30:24,100,OFF
2025-07-10 15:30:24,99,OFF
2025-07-10 15:30:24,96,OFF
2025-07-10 15:30:24,81,OFF
2025-07-10 15:30:24,80,OFF
2025-07-10 15:30:24,73,OFF
2025-07-10 15:30:25,68,OFF
2025-07-10 15:30:25,61,OFF
2025-07-10 15:30:25,65,OFF
2025-07-10 15:30:25,47,OFF
2025-07-10 15:30:25,54,OFF
2025-07-10 15:30:25,46,OFF
2025-07-10 15:30:26,35,OFF
2025-07-10 15:30:26,33,OFF
2025-07-10 15:30:26,19,ON
2025-07-10 15:30:26,17,ON
2025-07-10 15:30:26,17,ON
2025-07-10 15:30:26,18,ON
2025-07-10 15:30:26,18,ON
2025-07-10 15:30:27,19,ON
2025-07-10 15:30:27,19,ON
2025-07-10 15:30:27,19,ON
2025-07-10 15:30:27,19,ON
2025-07-10 15:30:27,19,ON
2025-07-10 15:30:27,19,ON
2025-07-10 15:30:27,19,ON
2025-07-10 15:30:28,19,ON
2025-07-10 15:30:28,19,ON
2025-07-10 15:30:28,20,ON
2025-07-10 15:30:28,19,ON
2025-07-10 15:30:28,27,ON
2025-07-10 15:30:28,30,OFF
2025-07-10 15:30:28,37,OFF
2025-07-10 15:30:29,56,OFF
2025-07-10 15:30:29,66,OFF
2025-07-10 15:30:29,82,OFF
2025-07-10 15:30:29,117,OFF
2025-07-10 15:30:29,129,OFF
2025-07-10 15:30:29,129,OFF
2025-07-10 15:30:30,129,OFF
2025-07-10 15:30:30,129,OFF
2025-07-10 15:30:30,129,OFF
2025-07-10 15:30:30,128,OFF
2025-07-10 15:30:30,128,OFF
2025-07-10 15:30:30,128,OFF
2025-07-10 15:30:30,129,OFF
2025-07-10 15:30:31,129,OFF
2025-07-10 15:30:31,129,OFF
2025-07-10 15:30:31,129,OFF
2025-07-10 15:30:31,129,OFF
2025-07-10 15:30:31,128,OFF
2025-07-10 15:30:31,128,OFF
2025-07-10 15:30:31,128,OFF
2025-07-10 15:30:32,128,OFF
2025-07-10 15:30:32,129,OFF
2025-07-10 15:30:32,128,OFF
2025-07-10 15:30:32,128,OFF
2025-07-10 15:30:32,129,OFF
2025-07-10 15:30:32,128,OFF
2025-07-10 15:30:33,129,OFF
2025-07-10 15:30:33,129,OFF
2025-07-10 15:30:33,129,OFF
2025-07-10 15:30:33,128,OFF
2025-07-10 15:30:33,129,OFF
2025-07-10 15:30:33,128,OFF
2025-07-10 15:30:33,128,OFF
2025-07-10 15:30:34,128,OFF
2025-07-10 15:30:34,129,OFF
2025-07-10 15:30:34,129,OFF
2025-07-10 15:30:34,129,OFF
2025-07-10 15:30:34,129,OFF
2025-07-10 15:30:34,128,OFF
2025-07-10 15:30:34,128,OFF
2025-07-10 15:30:35,128,OFF
2025-07-10 15:30:35,129,OFF
2025-07-10 15:30:35,129,OFF
2025-07-10 15:30:35,128,OFF
2025-07-10 15:30:35,129,OFF
2025-07-10 15:30:35,129,OFF
2025-07-10 15:30:36,129,OFF
2025-07-10 15:30:36,130,OFF
2025-07-10 15:30:36,130,OFF
2025-07-10 15:30:36,130,OFF
2025-07-10 15:30:36,130,OFF
2025-07-10 15:30:36,130,OFF
2025-07-10 15:30:36,130,OFF
2025-07-10 15:30:37,130,OFF
2025-07-10 15:30:37,130,OFF
2025-07-10 15:30:37,130,OFF
2025-07-10 15:30:37,130,OFF
2025-07-10 15:30:37,130,OFF
2025-07-10 15:30:37,130,OFF
2025-07-10 15:30:37,130,OFF
2025-07-10 15:30:38,130,OFF
2025-07-10 15:30:38,130,OFF
2025-07-10 15:30:38,130,OFF
2025-07-10 15:30:38,130,OFF
2025-07-10 15:30:38,130,OFF
2025-07-10 15:30:38,130,OFF
2025-07-10 15:30:38,130,OFF
2025-07-10 15:30:39,130,OFF
2025-07-10 15:30:39,130,OFF
2025-07-10 15:30:39,130,OFF
2025-07-10 15:30:39,130,OFF
2025-07-10 15:30:39,130,OFF
2025-07-10 15:30:39,130,OFF
2025-07-10 15:30:40,130,OFF
2025-07-10 15:30:40,130,OFF
2025-07-10 15:30:40,130,OFF
2025-07-10 15:30:40,130,OFF
2025-07-10 15:30:40,130,OFF
2025-07-10 15:30:40,130,OFF
2025-07-10 15:30:40,130,OFF
2025-07-10 15:30:41,130,OFF
2025-07-10 15:30:41,130,OFF
2025-07-10 15:30:41,130,OFF
2025-07-10 15:30:41,130,OFF
2025-07-10 15:30:41,130,OFF
2025-07-10 15:30:41,130,OFF
2025-07-10 15:30:41,130,OFF
2025-07-10 15:30:42,130,OFF
2025-07-10 15:30:42,130,OFF
2025-07-10 15:30:42,130,OFF
2025-07-10 15:30:42,130,OFF
2025-07-10 15:30:42,130,OFF
2025-07-10 15:30:42,130,OFF
2025-07-10 15:30:42,130,OFF
2025-07-10 15:30:43,130,OFF
2025-07-10 15:30:43,130,OFF
2025-07-10 15:30:43,128,OFF
2025-07-10 15:30:43,128,OFF
2025-07-10 15:30:43,129,OFF
2025-07-10 15:30:43,128,OFF
2025-07-10 15:30:44,128,OFF
2025-07-10 15:30:44,129,OFF
2025-07-10 15:30:44,128,OFF
2025-07-10 15:30:44,128,OFF
2025-07-10 15:30:44,128,OFF
2025-07-10 15:30:44,129,OFF
2025-07-10 15:30:44,129,OFF
2025-07-10 15:30:45,129,OFF
2025-07-10 15:30:45,129,OFF
2025-07-10 15:30:45,129,OFF
2025-07-10 15:30:45,128,OFF
2025-07-10 15:30:45,128,OFF
2025-07-10 15:30:45,97,OFF
2025-07-10 15:30:45,77,OFF
2025-07-10 15:30:46,65,OFF
2025-07-10 15:30:46,35,OFF
2025-07-10 15:30:46,29,ON
2025-07-10 15:30:46,22,ON
2025-07-10 15:30:46,21,ON
2025-07-10 15:30:46,21,ON
2025-07-10 15:30:47,21,ON
2025-07-10 15:30:47,22,ON
2025-07-10 15:30:47,22,ON
2025-07-10 15:30:47,22,ON
2025-07-10 15:30:47,22,ON
2025-07-10 15:30:47,23,ON
2025-07-10 15:30:47,23,ON
2025-07-10 15:30:48,23,ON
2025-07-10 15:30:48,23,ON
2025-07-10 15:30:48,24,ON
2025-07-10 15:30:48,23,ON
2025-07-10 15:30:48,23,ON
2025-07-10 15:30:48,23,ON
2025-07-10 15:30:48,23,ON
2025-07-10 15:30:49,23,ON
2025-07-10 15:30:49,23,ON
2025-07-10 15:30:49,23,ON
2025-07-10 15:30:49,23,ON
2025-07-10 15:30:49,24,ON
2025-07-10 15:30:49,23,ON
2025-07-10 15:30:49,23,ON
2025-07-10 15:30:50,23,ON
2025-07-10 15:30:50,24,ON
2025-07-10 15:30:50,23,ON
2025-07-10 15:30:50,24,ON
2025-07-10 15:30:50,24,ON
2025-07-10 15:30:50,23,ON
2025-07-10 15:30:50,24,ON
2025-07-10 15:30:51,24,ON
2025-07-10 15:30:51,24,ON
2025-07-10 15:30:51,25,ON
2025-07-10 15:30:51,31,OFF
2025-07-10 15:30:51,33,OFF
2025-07-10 15:30:51,32,OFF
2025-07-10 15:30:52,32,OFF
2025-07-10 15:30:52,32,OFF
2025-07-10 15:30:52,33,OFF
2025-07-10 15:30:52,36,OFF
2025-07-10 15:30:52,38,OFF
2025-07-10 15:30:52,45,OFF
2025-07-10 15:30:52,58,OFF
2025-07-10 15:30:53,58,OFF
2025-07-10 15:30:53,60,OFF
2025-07-10 15:30:53,62,OFF
2025-07-10 15:30:53,69,OFF
2025-07-10 15:30:53,74,OFF
2025-07-10 15:30:53,95,OFF
2025-07-10 15:30:53,129,OFF
2025-07-10 15:30:54,129,OFF
2025-07-10 15:30:54,129,OFF
2025-07-10 15:30:54,128,OFF
2025-07-10 15:30:54,128,OFF
2025-07-10 15:30:54,128,OFF
2025-07-10 15:30:54,128,OFF
2025-07-10 15:30:55,128,OFF
2025-07-10 15:30:55,128,OFF
2025-07-10 15:30:55,129,OFF
2025-07-10 15:30:55,129,OFF
2025-07-10 15:30:55,129,OFF
2025-07-10 15:30:55,128,OFF
2025-07-10 15:30:55,128,OFF
2025-07-10 15:30:56,128,OFF
2025-07-10 15:30:56,129,OFF
2025-07-10 15:30:56,128,OFF
2025-07-10 15:30:56,128,OFF
2025-07-10 15:30:56,129,OFF
2025-07-10 15:30:56,129,OFF
2025-07-10 15:30:56,129,OFF
2025-07-10 15:30:57,129,OFF
2025-07-10 15:30:57,130,OFF
2025-07-10 15:30:57,130,OFF
2025-07-10 15:30:57,130,OFF
2025-07-10 15:30:57,130,OFF
2025-07-10 15:30:57,130,OFF
2025-07-10 15:30:58,130,OFF
2025-07-10 15:30:58,130,OFF
2025-07-10 15:30:58,130,OFF
2025-07-10 15:30:58,130,OFF
2025-07-10 15:30:58,130,OFF
2025-07-10 15:30:58,130,OFF
2025-07-10 15:30:58,130,OFF
2025-07-10 15:30:59,130,OFF
2025-07-10 15:30:59,130,OFF
2025-07-10 15:30:59,130,OFF
2025-07-10 15:30:59,130,OFF
2025-07-10 15:30:59,130,OFF
2025-07-10 15:30:59,130,OFF
2025-07-10 15:30:59,130,OFF
2025-07-10 15:31:00,130,OFF
2025-07-10 15:31:00,130,OFF
2025-07-10 15:31:00,130,OFF
2025-07-10 15:31:00,130,OFF
2025-07-10 15:31:00,130,OFF
2025-07-10 15:31:00,130,OFF
2025-07-10 15:31:00,130,OFF
2025-07-10 15:31:01,130,OFF
2025-07-10 15:31:01,130,OFF
2025-07-10 15:31:01,130,OFF
2025-07-10 15:31:01,130,OFF
2025-07-10 15:31:01,130,OFF
2025-07-10 15:31:01,130,OFF
2025-07-10 15:31:02,130,OFF
2025-07-10 15:31:02,130,OFF
2025-07-10 15:31:02,130,OFF
2025-07-10 15:31:02,130,OFF
2025-07-10 15:31:02,130,OFF
2025-07-10 15:31:02,130,OFF
2025-07-10 15:31:02,130,OFF
2025-07-10 15:31:03,130,OFF
2025-07-10 15:31:03,130,OFF
2025-07-10 15:31:03,130,OFF
2025-07-10 15:31:03,130,OFF
2025-07-10 15:31:03,130,OFF
2025-07-10 15:31:03,130,OFF
2025-07-10 15:31:03,130,OFF
2025-07-10 15:31:04,130,OFF
2025-07-10 15:31:04,130,OFF
2025-07-10 15:31:04,130,OFF
2025-07-10 15:31:04,130,OFF
2025-07-10 15:31:04,130,OFF
2025-07-10 15:31:04,130,OFF
2025-07-10 15:31:04,130,OFF
2025-07-10 15:31:05,130,OFF
2025-07-10 15:31:05,130,OFF
2025-07-10 15:31:05,130,OFF
2025-07-10 15:31:05,130,OFF
2025-07-10 15:31:05,130,OFF
2025-07-10 15:31:05,130,OFF
2025-07-10 15:31:06,130,OFF
2025-07-10 15:31:06,130,OFF
2025-07-10 15:31:06,130,OFF
2025-07-10 15:31:06,130,OFF
2025-07-10 15:31:06,130,OFF
2025-07-10 15:31:06,130,OFF
